DienstNr;Geldigheid;Deel;PeriodeId;Stelplaats;Geldigheidsnummer;Periode;ContractId;BeginDatum;WijzigDatum;Einddatum;Bustype;Opdrachtgever;Doelgroep;VertrektijdInMin;Vertrektijd;Aankomsttijd;AankomsttijdInMin;Beladen_Kms;Theoretische_Kms;Dag1Rijtijd;Dag1StatTb100;Dag1Stat50;Dag1AndWerkz;Dag1Arbeidstijd;Dag1Nacht;Dag2Rijtijd;dag2StatTb100;Dag2Stat50;dag2AndWerkz;dag2Arbeidstijd;Dag2Nacht;StatEff;OndEff;Kleur;Stelsel;Toegangsgebied;Basisbezetting;Kostenplaats;KalenderKoppeling;StartLine;Endline
1;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;255;04:15;13:28;808;115;115;309;212;32;0;461;105;0;0;0;0;0;0;244;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
1;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;255;04:15;13:28;808;115;115;309;212;32;0;461;105;0;0;0;0;0;0;244;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
1;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;255;04:15;13:28;808;124;124;332;221;0;0;499;105;0;0;0;0;0;0;221;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
1;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;255;04:15;13:28;808;115;115;309;212;32;0;461;105;0;0;0;0;0;0;244;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
1;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;255;04:15;13:28;808;115;115;309;212;32;0;461;105;0;0;0;0;0;0;244;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
1;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;295;04:55;14:31;871;146;146;401;175;0;0;550;65;0;0;0;0;0;0;175;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
1;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;328;05:28;12:41;761;103;103;256;177;0;0;409;32;0;0;0;0;0;0;177;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
2;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;258;04:18;14:08;848;133;133;360;230;0;0;530;102;0;0;0;0;0;0;230;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
2;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;258;04:18;14:08;848;133;133;360;230;0;0;530;102;0;0;0;0;0;0;230;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
2;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;258;04:18;14:08;848;133;133;360;230;0;0;530;102;0;0;0;0;0;0;230;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
2;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;258;04:18;14:08;848;133;133;360;230;0;0;530;102;0;0;0;0;0;0;230;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
2;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;258;04:18;14:08;848;133;133;360;230;0;0;530;102;0;0;0;0;0;0;230;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
2;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;298;04:58;13:31;811;128;128;347;166;0;0;486;62;0;0;0;0;0;0;166;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
2;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;429;07:09;14:15;855;184;184;354;72;0;0;398;0;0;0;0;0;0;0;72;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
3;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;296;04:56;13:23;803;200;200;400;80;27;0;447;64;0;0;0;0;0;0;107;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
3;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;296;04:56;13:23;803;200;200;400;80;27;0;447;64;0;0;0;0;0;0;107;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
3;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;306;05:06;13:24;804;212;212;412;86;0;0;468;54;0;0;0;0;0;0;86;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
3;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;296;04:56;13:23;803;200;200;400;80;27;0;447;64;0;0;0;0;0;0;107;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
3;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;296;04:56;13:23;803;200;200;400;80;27;0;447;64;0;0;0;0;0;0;107;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
3;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;401;06:41;15:53;953;246;246;419;133;0;0;524;0;0;0;0;0;0;0;133;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
3;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;435;07:15;15:10;910;192;192;399;76;0;0;456;0;0;0;0;0;0;0;76;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
4;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;311;05:11;14:13;853;241;241;430;112;0;0;490;49;0;0;0;0;0;0;112;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
4;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;311;05:11;14:13;853;238;238;430;112;0;0;490;49;0;0;0;0;0;0;112;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
4;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;311;05:11;13:33;813;215;215;391;111;0;0;451;49;0;0;0;0;0;0;111;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
4;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;311;05:11;14:13;853;238;238;430;112;0;0;490;49;0;0;0;0;0;0;112;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
4;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;311;05:11;14:13;853;238;238;430;112;0;0;490;49;0;0;0;0;0;0;112;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
4;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;402;06:42;14:20;860;206;206;392;66;0;0;452;0;0;0;0;0;0;0;66;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
4;_z;1;P2;Waaslandia;7;School;2224;01/07/2025;05/01/2026;;S;;;457;07:37;16:21;981;206;206;397;108;19;0;446;0;0;0;0;0;0;0;127;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
5;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;316;05:16;13:00;780;136;136;306;122;36;0;362;44;0;0;0;0;0;0;158;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
5;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;316;05:16;13:00;780;136;136;306;122;36;0;362;44;0;0;0;0;0;0;158;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
5;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;318;05:18;13:58;838;111;111;304;204;12;0;462;42;0;0;0;0;0;0;216;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
5;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;316;05:16;13:00;780;136;136;306;122;36;0;362;44;0;0;0;0;0;0;158;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
5;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;316;05:16;13:00;780;136;136;306;122;36;0;362;44;0;0;0;0;0;0;158;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
5;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;449;07:29;16:37;997;186;186;386;162;0;0;481;0;0;0;0;0;0;0;162;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
5;_z;1;P2;Waaslandia;7;School;2225;01/07/2025;05/01/2026;;S;;;459;07:39;16:10;970;201;201;423;88;0;0;491;0;0;0;0;0;0;0;88;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
6;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;318;05:18;13:58;838;111;111;304;204;12;0;462;42;0;0;0;0;0;0;216;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
6;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;318;05:18;13:58;838;111;111;304;204;12;0;462;42;0;0;0;0;0;0;216;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
6;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;319;05:19;13:19;799;173;173;344;124;12;0;404;41;0;0;0;0;0;0;136;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
6;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;318;05:18;13:58;838;111;111;304;204;12;0;462;42;0;0;0;0;0;0;216;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
6;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;318;05:18;13:58;838;111;111;304;204;12;0;462;42;0;0;0;0;0;0;216;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
6;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;460;07:40;15:45;945;213;213;369;116;0;0;459;0;0;0;0;0;0;0;116;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
6;_z;1;P2;Waaslandia;7;School;2225;01/07/2025;05/01/2026;;S;;;479;07:59;15:45;945;176;176;342;124;0;0;402;0;0;0;0;0;0;0;124;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
7;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;319;05:19;13:23;803;160;160;329;134;21;0;401;41;0;0;0;0;0;0;155;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
7;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;319;05:19;13:23;803;160;160;329;134;21;0;401;41;0;0;0;0;0;0;155;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
7;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;317;05:17;13:07;787;169;169;339;99;32;0;378;43;0;0;0;0;0;0;131;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
7;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;319;05:19;13:23;803;160;160;329;134;21;0;401;41;0;0;0;0;0;0;155;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
7;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;319;05:19;13:23;803;160;160;329;134;21;0;401;41;0;0;0;0;0;0;155;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
7;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;457;07:37;16:23;983;220;220;453;58;15;0;481;0;0;0;0;0;0;0;73;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
7;_z;1;P2;Waaslandia;7;School;2225;01/07/2025;05/01/2026;;S;;;501;08:21;16:35;995;180;180;363;131;0;0;453;0;0;0;0;0;0;0;131;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
8;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;317;05:17;14:25;865;185;185;399;149;0;0;494;43;0;0;0;0;0;0;149;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
8;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;317;05:17;14:25;865;185;185;399;149;0;0;494;43;0;0;0;0;0;0;149;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
8;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;329;05:29;12:43;763;120;120;269;120;45;0;329;31;0;0;0;0;0;0;165;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
8;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;317;05:17;14:25;865;185;185;399;149;0;0;494;43;0;0;0;0;0;0;149;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
8;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;317;05:17;14:25;865;185;185;399;149;0;0;494;43;0;0;0;0;0;0;149;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
8;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;463;07:43;17:21;1041;128;128;368;210;0;0;507;0;0;0;0;0;0;0;210;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
8;_z;1;P2;Waaslandia;7;School;2226;01/07/2025;05/01/2026;;S;;;532;08:52;15:13;913;158;158;319;62;0;0;365;0;0;0;0;0;0;0;62;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
9;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;339;05:39;14:00;840;165;165;342;141;18;0;418;21;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
9;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;339;05:39;14:00;840;165;165;342;141;18;0;418;21;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
9;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;338;05:38;13:26;806;209;209;398;70;0;0;455;22;0;0;0;0;0;0;70;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
9;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;339;05:39;14:00;840;165;165;342;141;18;0;418;21;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
9;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;339;05:39;14:00;840;165;165;342;141;18;0;418;21;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
9;z_;1;P2;Waaslandia;6;School;2226;01/07/2025;05/01/2026;;S;;;471;07:51;16:43;1003;147;147;344;165;23;0;441;0;0;0;0;0;0;0;188;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
9;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;441;07:21;14:50;890;193;193;359;90;0;0;434;0;0;0;0;0;0;0;90;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
10;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;341;05:41;15:33;933;243;243;442;150;0;0;517;19;0;0;0;0;0;0;150;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
10;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;341;05:41;15:33;933;240;240;442;150;0;0;517;19;0;0;0;0;0;0;150;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
10;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;339;05:39;13:35;815;166;166;342;124;10;0;407;21;0;0;0;0;0;0;134;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
10;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;341;05:41;15:33;933;240;240;442;150;0;0;517;19;0;0;0;0;0;0;150;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
10;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;341;05:41;15:33;933;240;240;442;150;0;0;517;19;0;0;0;0;0;0;150;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
10;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;474;07:54;17:07;1027;200;200;424;129;0;0;520;0;0;0;0;0;0;0;129;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
10;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;486;08:06;16:50;1010;221;221;398;126;0;0;510;0;0;0;0;0;0;0;126;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
11;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;350;05:50;12:48;768;148;148;316;99;3;0;359;10;0;0;0;0;0;0;102;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
11;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;350;05:50;12:48;768;148;148;316;99;3;0;359;10;0;0;0;0;0;0;102;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
11;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;341;05:41;13:49;829;216;216;394;94;0;0;443;19;0;0;0;0;0;0;94;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
11;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;350;05:50;12:48;768;148;148;316;99;3;0;359;10;0;0;0;0;0;0;102;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
11;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;350;05:50;12:48;768;148;148;316;99;3;0;359;10;0;0;0;0;0;0;102;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
11;z_;1;P2;Waaslandia;6;School;2225;01/07/2025;05/01/2026;;S;;;478;07:58;17:17;1037;205;205;412;132;15;0;490;0;0;0;0;0;0;0;147;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
11;_z;1;P2;Waaslandia;7;School;7421;01/07/2025;05/01/2026;;S;;;520;08:40;15:54;954;201;201;343;91;0;0;418;0;0;0;0;0;0;0;91;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
12;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;355;05:55;14:38;878;124;124;342;181;0;0;475;5;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
12;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;355;05:55;14:38;878;124;124;342;181;0;0;475;5;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
12;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;350;05:50;15:03;903;188;188;399;151;3;0;471;10;0;0;0;0;0;0;154;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
12;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;355;05:55;14:38;878;124;124;342;181;0;0;475;5;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
12;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;355;05:55;14:38;878;124;124;342;181;0;0;475;5;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
12;z_;1;P2;Waaslandia;6;School;7421;01/07/2025;05/01/2026;;S;;;484;08:04;15:40;940;176;176;371;85;0;0;433;0;0;0;0;0;0;0;85;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
12;_z;1;P2;Waaslandia;7;School;7422;01/07/2025;05/01/2026;;S;;;325;05:25;14:11;851;125;125;309;217;0;0;487;35;0;0;0;0;0;0;217;0;-1;Bus;Vrasene;Def:0,Wkhd:1,Wdhd:1,Su:1;W000001;12011;;
13;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;357;05:57;13:17;797;112;112;281;159;0;0;393;3;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
13;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;357;05:57;13:17;797;112;112;281;159;0;0;393;3;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
13;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;355;05:55;14:38;878;124;124;342;181;0;0;475;5;0;0;0;0;0;0;181;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
13;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;357;05:57;13:17;797;112;112;281;159;0;0;393;3;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
13;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;357;05:57;13:17;797;112;112;281;159;0;0;393;3;0;0;0;0;0;0;159;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
13;z_;1;P2;Waaslandia;6;School;7422;01/07/2025;05/01/2026;;S;;;525;08:45;18:38;1118;136;136;397;196;0;0;525;0;0;0;0;0;0;0;196;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
14;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;369;06:09;13:11;791;194;194;342;80;0;0;387;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
14;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;369;06:09;13:11;791;192;192;342;80;0;0;387;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
14;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;357;05:57;13:17;797;97;97;243;169;28;0;342;3;0;0;0;0;0;0;197;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
14;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;369;06:09;13:11;791;192;192;342;80;0;0;387;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
14;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;369;06:09;13:11;791;192;192;342;80;0;0;387;0;0;0;0;0;0;0;80;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
14;z_;1;P2;Waaslandia;6;School;2224;01/07/2025;05/01/2026;;S;;;430;07:10;16:28;988;189;189;404;154;0;0;500;0;0;0;0;0;0;0;154;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Sa:1;W000001;12011;;
15;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;388;06:28;15:11;911;191;191;420;69;34;0;458;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
15;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;388;06:28;15:11;911;191;191;420;69;34;0;458;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
15;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;356;05:56;13:23;803;128;128;290;96;61;0;326;4;0;0;0;0;0;0;157;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
15;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;388;06:28;15:11;911;191;191;420;69;34;0;458;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
15;____v;1;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;388;06:28;15:11;911;191;191;420;69;34;0;458;0;0;0;0;0;0;0;103;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
16;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;389;06:29;14:33;873;211;211;411;73;0;0;456;0;0;0;0;0;0;0;73;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
16;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;389;06:29;14:33;873;211;211;411;73;0;0;456;0;0;0;0;0;0;0;73;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
16;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;359;05:59;14:11;851;182;182;402;90;0;0;466;1;0;0;0;0;0;0;90;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
16;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;389;06:29;14:33;873;211;211;411;73;0;0;456;0;0;0;0;0;0;0;73;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
16;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;389;06:29;14:33;873;211;211;411;73;0;0;456;0;0;0;0;0;0;0;73;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
