DienstNr;Geldigheid;Deel;PeriodeId;Stelplaats;Geldigheidsnummer;Periode;ContractId;BeginDatum;WijzigDatum;Einddatum;Bustype;Opdrachtgever;Doelgroep;VertrektijdInMin;Vertrektijd;Aankomsttijd;AankomsttijdInMin;Beladen_Kms;Theoretische_Kms;Dag1Rijtijd;Dag1StatTb100;Dag1Stat50;Dag1AndWerkz;Dag1Arbeidstijd;Dag1Nacht;Dag2Rijtijd;dag2StatTb100;Dag2Stat50;dag2AndWerkz;dag2Arbeidstijd;Dag2Nacht;StatEff;OndEff;Kleur;Stelsel;Toegangsgebied;Basisbezetting;Kostenplaats;KalenderKoppeling;StartLine;Endline
77;____v;2;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;762;12:42;19:21;1161;173;173;346;53;0;0;386;0;0;0;0;0;0;0;53;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
78;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;389;06:29;08:21;501;54;54;112;0;0;0;112;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
78;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;727;12:07;18:04;1084;172;172;317;40;0;0;346;0;0;0;0;0;0;0;40;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
78;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;389;06:29;08:21;501;54;54;112;0;0;0;112;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
78;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;727;12:07;18:04;1084;170;170;317;40;0;0;346;0;0;0;0;0;0;0;40;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
78;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;392;06:32;09:12;552;70;70;160;0;0;0;160;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
78;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;G;;;698;11:38;18:25;1105;139;139;288;57;62;0;315;0;0;0;0;0;0;0;119;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
78;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;389;06:29;08:21;501;54;54;112;0;0;0;112;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
78;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;727;12:07;18:04;1084;170;170;317;40;0;0;346;0;0;0;0;0;0;0;40;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
78;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;389;06:29;08:21;501;54;54;112;0;0;0;112;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
78;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;727;12:07;18:04;1084;170;170;317;40;0;0;346;0;0;0;0;0;0;0;40;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
79;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;392;06:32;09:12;552;70;70;160;0;0;0;160;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
79;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;928;15:28;19:09;1149;84;84;188;33;0;0;216;0;0;0;0;0;0;0;33;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
79;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;392;06:32;09:12;552;70;70;160;0;0;0;160;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
79;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;928;15:28;19:09;1149;84;84;188;33;0;0;216;0;0;0;0;0;0;0;33;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
79;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;395;06:35;09:16;556;73;73;157;4;0;0;161;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
79;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;G;;;678;11:18;18:04;1084;133;133;292;113;1;0;337;0;0;0;0;0;0;0;114;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
79;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;392;06:32;09:12;552;70;70;160;0;0;0;160;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
79;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;928;15:28;19:09;1149;84;84;188;33;0;0;216;0;0;0;0;0;0;0;33;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
79;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;392;06:32;09:12;552;70;70;160;0;0;0;160;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
79;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;928;15:28;19:09;1149;84;84;188;33;0;0;216;0;0;0;0;0;0;0;33;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
80;m____;1;P2;Waaslandia;1;School;2225;01/07/2025;05/01/2026;;S;;;395;06:35;09:16;556;73;73;157;4;0;0;161;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
80;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;929;15:29;19:19;1159;97;97;229;1;0;0;230;0;0;0;0;0;0;0;1;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
80;_d___;1;P2;Waaslandia;2;School;2225;01/07/2025;05/01/2026;;S;;;395;06:35;09:16;556;73;73;157;4;0;0;161;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
80;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;929;15:29;19:19;1159;97;97;229;1;0;0;230;0;0;0;0;0;0;0;1;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
80;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;360;06:00;08:55;535;85;85;167;8;0;0;175;0;0;0;0;0;0;0;8;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
80;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;933;15:33;19:32;1172;92;92;214;25;0;0;235;0;0;0;0;0;0;0;25;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
80;___d_;1;P2;Waaslandia;4;School;2225;01/07/2025;05/01/2026;;S;;;395;06:35;09:16;556;73;73;157;4;0;0;161;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
80;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;929;15:29;19:19;1159;97;97;229;1;0;0;230;0;0;0;0;0;0;0;1;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
80;____v;1;P2;Waaslandia;5;School;2225;01/07/2025;05/01/2026;;S;;;395;06:35;09:16;556;73;73;157;4;0;0;161;0;0;0;0;0;0;0;4;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
80;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;S;;;929;15:29;19:19;1159;97;97;229;1;0;0;230;0;0;0;0;0;0;0;1;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
81;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;395;06:35;08:25;505;53;53;110;0;0;0;110;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
81;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;760;12:40;19:29;1169;141;141;313;96;0;0;370;0;0;0;0;0;0;0;96;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
81;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;395;06:35;08:25;505;53;53;110;0;0;0;110;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
81;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;760;12:40;19:29;1169;141;141;313;96;0;0;370;0;0;0;0;0;0;0;96;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
81;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;401;06:41;09:29;569;69;69;146;22;0;0;161;0;0;0;0;0;0;0;22;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
81;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;887;14:47;19:42;1182;115;115;249;45;1;0;264;0;0;0;0;0;0;0;46;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
81;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;395;06:35;08:25;505;53;53;110;0;0;0;110;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
81;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;760;12:40;19:29;1169;141;141;313;96;0;0;370;0;0;0;0;0;0;0;96;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
81;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;395;06:35;08:25;505;53;53;110;0;0;0;110;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
81;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;760;12:40;19:29;1169;141;141;313;96;0;0;370;0;0;0;0;0;0;0;96;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
82;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;396;06:36;11:36;696;117;117;270;30;0;0;299;0;0;0;0;0;0;0;30;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
82;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;936;15:36;18:43;1123;69;69;185;2;0;0;187;0;0;0;0;0;0;0;2;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
82;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;396;06:36;11:36;696;117;117;270;30;0;0;299;0;0;0;0;0;0;0;30;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
82;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;936;15:36;18:43;1123;69;69;185;2;0;0;187;0;0;0;0;0;0;0;2;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
82;__w__;1;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;09:42;582;82;82;158;19;0;0;173;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
82;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;939;15:39;19:14;1154;89;89;210;5;0;0;215;0;0;0;0;0;0;0;5;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
82;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;396;06:36;11:36;696;117;117;270;30;0;0;299;0;0;0;0;0;0;0;30;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
82;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;936;15:36;18:43;1123;69;69;185;2;0;0;187;0;0;0;0;0;0;0;2;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
82;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;396;06:36;11:36;696;117;117;270;30;0;0;299;0;0;0;0;0;0;0;30;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
82;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;936;15:36;18:43;1123;69;69;185;2;0;0;187;0;0;0;0;0;0;0;2;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
83;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;401;06:41;08:07;487;39;39;86;0;0;0;86;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
83;m____;2;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;G;;;766;12:46;19:25;1165;129;129;299;97;3;0;355;0;0;0;0;0;0;0;100;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
83;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;401;06:41;08:07;487;39;39;86;0;0;0;86;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
83;_d___;2;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;G;;;766;12:46;19:25;1165;129;129;299;97;3;0;355;0;0;0;0;0;0;0;100;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
83;__w__;1;P2;Waaslandia;3;School;2224;01/07/2025;05/01/2026;;S;;;405;06:45;10:18;618;56;56;157;56;0;0;193;0;0;0;0;0;0;0;56;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
83;__w__;2;P2;Waaslandia;3;School;2226;01/07/2025;05/01/2026;;G;;;941;15:41;19:10;1150;77;77;202;7;0;0;209;0;0;0;0;0;0;0;7;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
83;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;401;06:41;08:07;487;39;39;86;0;0;0;86;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
83;___d_;2;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;G;;;766;12:46;19:25;1165;129;129;299;97;3;0;355;0;0;0;0;0;0;0;100;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
83;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;401;06:41;08:07;487;39;39;86;0;0;0;86;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
83;____v;2;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;G;;;766;12:46;19:25;1165;129;129;299;97;3;0;355;0;0;0;0;0;0;0;100;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
84;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;09:42;582;82;82;158;19;0;0;173;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
84;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;941;15:41;19:53;1193;96;96;239;13;0;0;252;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
84;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;09:42;582;82;82;158;19;0;0;173;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
84;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;941;15:41;19:53;1193;96;96;239;13;0;0;252;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
84;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;411;06:51;08:28;508;47;47;97;0;0;0;97;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
84;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;949;15:49;20:02;1202;101;101;227;26;0;0;249;2;0;0;0;0;0;0;26;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
84;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;09:42;582;82;82;158;19;0;0;173;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
84;___d_;2;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;G;;;941;15:41;19:53;1193;96;96;239;13;0;0;252;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
84;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;09:42;582;82;82;158;19;0;0;173;0;0;0;0;0;0;0;19;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
84;____v;2;P2;Waaslandia;5;School;2224;01/07/2025;05/01/2026;;G;;;941;15:41;19:53;1193;96;96;239;13;0;0;252;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
85;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;10:48;648;64;64;180;63;0;0;223;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
85;m____;2;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;981;16:21;20:01;1201;90;90;202;18;0;0;217;1;0;0;0;0;0;0;18;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
85;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;10:48;648;64;64;180;63;0;0;223;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
85;_d___;2;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;981;16:21;20:01;1201;90;90;202;18;0;0;217;1;0;0;0;0;0;0;18;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
85;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;412;06:52;09:00;540;51;51;115;13;0;0;128;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
85;__w__;2;P2;Waaslandia;3;School;7422;01/07/2025;05/01/2026;;G;;;874;14:34;20:13;1213;143;143;312;27;0;0;335;13;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
85;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;10:48;648;64;64;180;63;0;0;223;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
85;___d_;2;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;981;16:21;20:01;1201;90;90;202;18;0;0;217;1;0;0;0;0;0;0;18;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
85;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;405;06:45;10:48;648;64;64;180;63;0;0;223;0;0;0;0;0;0;0;63;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
85;____v;2;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;981;16:21;20:01;1201;90;90;202;18;0;0;217;1;0;0;0;0;0;0;18;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
86;m____;1;P2;Waaslandia;1;School;7421;01/07/2025;05/01/2026;;S;;;411;06:51;08:28;508;47;47;97;0;0;0;97;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
86;m____;2;P2;Waaslandia;1;School;7422;01/07/2025;05/01/2026;;G;;;780;13:00;19:32;1172;162;162;350;42;0;0;386;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
86;_d___;1;P2;Waaslandia;2;School;7421;01/07/2025;05/01/2026;;S;;;411;06:51;08:28;508;47;47;97;0;0;0;97;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
86;_d___;2;P2;Waaslandia;2;School;7422;01/07/2025;05/01/2026;;G;;;780;13:00;19:32;1172;162;162;350;42;0;0;386;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
86;__w__;1;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;S;;;427;07:07;08:57;537;55;55;110;0;0;0;110;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
86;__w__;2;P2;Waaslandia;3;School;2225;01/07/2025;05/01/2026;;G;;;756;12:36;19:53;1193;148;148;316;111;10;0;364;0;0;0;0;0;0;0;121;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
86;___d_;1;P2;Waaslandia;4;School;7421;01/07/2025;05/01/2026;;S;;;411;06:51;08:28;508;47;47;97;0;0;0;97;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
86;___d_;2;P2;Waaslandia;4;School;7422;01/07/2025;05/01/2026;;G;;;780;13:00;19:32;1172;162;162;350;42;0;0;386;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
86;____v;1;P2;Waaslandia;5;School;7421;01/07/2025;05/01/2026;;S;;;411;06:51;08:28;508;47;47;97;0;0;0;97;0;0;0;0;0;0;0;0;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
86;____v;2;P2;Waaslandia;5;School;7422;01/07/2025;05/01/2026;;G;;;780;13:00;19:32;1172;162;162;350;42;0;0;386;0;0;0;0;0;0;0;42;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
87;m____;1;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;412;06:52;09:00;540;51;51;115;13;0;0;128;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
87;m____;2;P2;Waaslandia;1;School;2226;01/07/2025;05/01/2026;;S;;;946;15:46;19:58;1198;118;118;241;11;0;0;252;0;0;0;0;0;0;0;11;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
87;_d___;1;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;412;06:52;09:00;540;51;51;115;13;0;0;128;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
87;_d___;2;P2;Waaslandia;2;School;2226;01/07/2025;05/01/2026;;S;;;946;15:46;19:58;1198;118;118;241;11;0;0;252;0;0;0;0;0;0;0;11;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
87;__w__;1;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;438;07:18;12:23;743;112;112;247;45;13;0;262;0;0;0;0;0;0;0;58;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
87;__w__;2;P2;Waaslandia;3;School;7421;01/07/2025;05/01/2026;;S;;;956;15:56;20:26;1226;115;115;233;37;0;0;257;26;0;0;0;0;0;0;37;0;-1;Bus;Vrasene;Def:0,Wkhd:0,We:1;W000001;12011;;
87;___d_;1;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;412;06:52;09:00;540;51;51;115;13;0;0;128;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
87;___d_;2;P2;Waaslandia;4;School;2226;01/07/2025;05/01/2026;;S;;;946;15:46;19:58;1198;118;118;241;11;0;0;252;0;0;0;0;0;0;0;11;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
87;____v;1;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;412;06:52;09:00;540;51;51;115;13;0;0;128;0;0;0;0;0;0;0;13;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
87;____v;2;P2;Waaslandia;5;School;2226;01/07/2025;05/01/2026;;S;;;946;15:46;19:58;1198;118;118;241;11;0;0;252;0;0;0;0;0;0;0;11;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Fr:1;W000001;12011;;
88;m____;1;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;S;;;421;07:01;10:33;633;101;101;190;22;0;0;205;0;0;0;0;0;0;0;22;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
88;m____;2;P2;Waaslandia;1;School;2224;01/07/2025;05/01/2026;;G;;;874;14:34;20:13;1213;143;143;312;27;0;0;335;13;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Mo:1;W000001;12011;;
88;_d___;1;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;S;;;421;07:01;10:33;633;101;101;190;22;0;0;205;0;0;0;0;0;0;0;22;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
88;_d___;2;P2;Waaslandia;2;School;2224;01/07/2025;05/01/2026;;G;;;874;14:34;20:13;1213;143;143;312;27;0;0;335;13;0;0;0;0;0;0;27;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Tu:1;W000001;12011;;
88;___d_;1;P2;Waaslandia;4;School;2224;01/07/2025;05/01/2026;;S;;;421;07:01;10:33;633;101;101;190;22;0;0;205;0;0;0;0;0;0;0;22;0;-1;Bus;Vrasene;Def:0,Wkhd:0,Th:1;W000001;12011;;
